index,brand,sum_correct_recall,n_attempts,sum_incorrect_recall,recall_percentage,hit_count,false_alarm_count,correct_rejection_count,miss_count,total_old,total_new,hit_rate,false_alarm_rate,correct_rejection_rate,miss_rate,accuracy_correct,accuracy_incorrect,overall_accuracy,hits_fas,d_prime,Ease of Spelling (NLP),Frequency (NLP),Type Token Ratio (NLP),Automated Readability Index (NLP),Flesch Reading Ease (NLP),Flesch Kincaid Grade Level (NLP),Coleman Liau Index (NLP),Age of Acquisition (NLP),Orthographic Neighborhood Size (NLP),Orthographic Levenshtein Distance (NLP),Phonological Levenshtein Distance (NLP),Phonological Neighborhood Size (NLP),Length,Pronoun We (HR),Pronoun You (HR),Alliteration (HR),Prevalence (NLP),Arousal (HR),Arousal (NLP),Valence (HR),Valence (NLP),Dominance (NLP),Dominance (HR),Liking (HR),Concreteness (HR),Concreteness (NLP),Imageability (HR),Imageability (NLP),Slogan Brand Functional Fit (HR),Slogan Brand Personality Fit (HR),Slogan Brand Fit 1 (LLM),Slogan Brand Fit 2 (LLM),Creativity (HR),Humor (HR),Humor (NLP),Surprise (NLP),Closest Slogan Similarity (LLM),Wordplay (HR),Metaphor (HR),Distinctiveness Within Category (HR),Distinctiveness in General (HR),Distinctiveness (LLM),Slogan Semantic Density (LLM),Hyperbole (HR),Closest Brand Similarity (LLM)
Made for family,Old Country Buffet,0,192,192,0,117,41,155,75,192,196,0.609375,0.2091836734693877,0.7908163265306123,0.390625,272,116,0.7010309278350515,0.4001913265306122,1.080348013875299,7,6.045100067698921,-1,-0.48,62.79000000000002,-5.246666667,0.5333333333333332,-3.885,21.666666666666668,-1.216666667,-1.333333333,41.333333333333336,3,0,0,0,2.339333410271334,3.6666666666666665,4.839,2.823529411764706,7.375,4.484,4.470588235294118,4.105263157894737,3.789473684210526,2.793333333333333,4.157894736842105,5.586,4.894736842105263,5.785714285714286,1.026535829,0.797614662,3.055555555555556,2.1578947368421053,,3.683607781,0.132506291,0,0,2.611111111111111,3.066666666666667,0.104842544,0.542598532,0,0.135713719
"Made from sugar, so it tastes like sugar",Splenda,37,192,155,0.1927083333333333,173,4,182,19,192,186,0.9010416666666666,0.021505376,0.978494624,0.098958333,355,23,0.9391534391534392,0.8795362903225806,3.2519024923681363,7.25,5.724224838905654,-0.875,-1.99875,92.965,-2.28,-3.7,-4.263333333,18.5,-1.2875,-1.36875,34.625,8,0,0,0,2.3565211015247343,4.090909090909091,5.510000000000001,2.727272727272727,6.590333333333334,5.366666666666667,4.478260869565218,3.869565217391304,5.608695652173913,2.8885714285714283,5.130434782608695,5.206,5.916666666666667,5.352941176470588,1.136430346,0.844851372,2.8260869565217392,2.391304347826087,2.520750988,5.783896215,0.167398422,0,0,3.85,3.952380952380953,0.147080877,0.604571765,0,0.139174101
Made in the USA,Craftsman,3,198,195,0.015151515,177,14,167,21,198,181,0.8939393939393939,0.077348066,0.9226519337016574,0.106060606,344,35,0.907651715,0.8165913276410514,2.6443105390353274,7,5.952000859407244,-1,5.300000000000001,75.87500000000001,-3.67,5.799999999999997,-3.835,24,-0.9625,-2.75,26,4,0,0,0,2.2916230484416262,4.578947368421052,,2.761904761904762,,,4.85,4.523809523809524,5.714285714285714,2.3166666666666664,4.571428571428571,,5.285714285714286,4.769230769230769,1.051481028,0.823930936,2.6,1.4285714285714286,,4.035553747,0.132395109,0,0,2.6842105263157894,1.8125,0.113024893,0.558700017,0,0.150052081
Made to be worn,Ralph Lauren,4,194,190,0.020618557,139,28,155,55,194,183,0.7164948453608248,0.1530054644808743,0.8469945355191257,0.2835051546391752,294,83,0.7798408488063661,0.5634893808799504,1.584863041102485,7.25,5.966521751982287,-1,5.300000000000001,118.175,2.229999999999998,5.799999999999997,-4.53,30.75,-0.95,-0.7625,80.25,4,0,0,0,2.276424243319855,4.055555555555555,3.281,2.210526315789474,3.939,4.313,4.222222222222222,4.315789473684211,4.777777777777778,2.4,4.368421052631579,4.031,5.68,4.777777777777778,1.054133762,0.811912605,3.263157894736842,1.5789473684210529,,3.74247059,0.123721435,0,0,2.7222222222222223,2.9,0.112054802,0.533885022,0,0.137122223
Made to move further,Shell,0,196,196,0,111,34,155,85,196,189,0.5663265306122449,0.1798941798941798,0.8201058201058201,0.4336734693877551,266,119,0.6909090909090909,0.386432351,1.075537871970902,6.75,5.861526951943038,-1,-0.5875,97.025,-0.72,-1.45,-5.083333333,22.75,-1.1625,-1.175,45.25,4,0,0,0,2.3161687179395143,5.95,4.912,3.1052631578947367,5.361,6.371,5.578947368421052,4.75,3.6,2.3,4.05,5.028,4,4.769230769230769,1.036245929,0.787439968,4.35,2.3,2.025,5.429432986,0.10809638,0,1,3.125,3.3181818181818183,0.115588709,0.535685712,0,0.147307524
"Made with heart, served with honor",P.F. Chang's,3,189,186,0.015873016,143,24,174,46,189,198,0.7566137566137566,0.1212121212121212,0.8787878787878788,0.2433862433862433,317,70,0.8191214470284238,0.6354016354016354,1.850698416128147,7.333333333333333,5.636556103368499,-0.833333333,-4.335,102.045,-0.516666667,-6.333333333,-5.485,13.333333333333334,-1.266666667,-1.441666667,28.5,6,0,0,0,2.4551032258528105,3.7058823529411766,6.258,3.4444444444444446,7.581,5.71,4.875,4.444444444444445,2.6666666666666665,2.544,3.888888888888889,6.393,4.695652173913044,4.230769230769231,1.028733063,0.787024548,4.333333333333333,1.8888888888888888,2.090909091,6.861989725,0.126544425,0,1,3.869565217391304,4.6875,0.106286002,0.5442855,0,0.101798646
Make believe,Sony,10,191,181,0.052356021,100,22,161,91,191,183,0.5235602094240838,0.1202185792349726,0.8797814207650273,0.4764397905759162,261,113,0.6978609625668449,0.40334163,1.222434570038986,6.5,5.968556738858823,-1,-5.475,77.90500000000002,-2.89,-1.3,-5.23,17,-1.3,-1.5,35,2,0,0,0,2.4089081199481406,4.117647058823529,5.215999999999999,2.588235294117647,6.4745,6.3165,4.75,3.588235294117647,1.7647058823529411,2.11,3.411764705882353,3.1145,4.352941176470588,4.933333333333334,0.997354028,0.770608769,2.7058823529411766,1.6470588235294117,1.857142857,2.340211285,0.13336239,0,1,3.636363636363636,2.636363636363636,0.102316551,0.554345135,0,0.096543964
Make it count,Jack Daniel's,8,179,171,0.044692737,124,76,125,55,179,201,0.6927374301675978,0.3781094527363184,0.6218905472636815,0.3072625698324022,249,131,0.6552631578947369,0.3146279774312794,0.8094431064169841,7,6.123684738609108,-1,2.66,119.19000000000004,2.619999999999999,4.4,-3.896666667,23,-1.166666667,-1.25,35,3,0,0,0,2.2969642527049534,5.166666666666667,3.8255,2.611111111111111,5.794499999999999,6.3145,5.684210526315789,3.736842105263158,2.736842105263158,2.8266666666666667,3.1052631578947367,3.8225,3.736842105263158,4.3125,0.992154241,0.751141216,3.3157894736842106,1.5789473684210529,1.850446429,2.5645164,0.12015684,0,0,3.238095238095238,2.833333333333333,0.105132582,0.52925738,0,0.107996892
Make it great,Pizza Hut,4,209,205,0.019138756,145,38,131,64,209,169,0.693779904,0.2248520710059171,0.7751479289940828,0.3062200956937799,276,102,0.7301587301587301,0.4689278333003028,1.2544860423005295,7,6.443729084558993,-1,2.66,119.19000000000004,2.619999999999999,4.4,-4.71,24,-1.116666667,-1.05,40,3,0,0,0,2.337460689344319,4.15,5.4885,3,7.2764999999999995,6.818,5.428571428571429,3.380952380952381,2.523809523809524,2.43,2.9047619047619047,3.407,4.277777777777778,3.888888888888889,1.025507551,0.776122352,2.6666666666666665,1.809523809523809,2.171428572,3.035116219,0.120637821,0,0,3.866666666666666,3.4,0.100414502,0.534028677,0,0.097009831
Make yourself at home,Homewood Suites,0,202,202,0,141,53,134,61,202,187,0.698019802,0.2834224598930481,0.7165775401069518,0.3019801980198019,275,114,0.7069408740359897,0.4145973420871498,1.085223854386761,6.75,6.043545443241063,-1,-1.765,97.025,-0.72,-2.9,-4.385,27,-1.375,-1.7375,36.25,4,0,1,0,2.3745878612819022,3.764705882352941,4.946999999999999,2.888888888888889,6.8285,6.6875,5.333333333333333,4.444444444444445,4.666666666666667,3.31,4.777777777777778,4.7115,5.684210526315789,5.1,1.072560171,0.812100681,3.2222222222222223,2.2777777777777777,1.928571429,5.253188693,0.127176631,0,1,2.5,2.142857142857143,0.10394996,0.537303328,0,0.097256699
Makes and keeps wood beautiful,Minwax,11,206,195,0.053398058,163,19,157,43,206,176,0.7912621359223301,0.1079545454545454,0.8920454545454546,0.2087378640776699,320,62,0.837696335,0.6833075904677847,2.031545717451604,6.6,5.421058393,-1,-5.562,83.32000000000004,-2.88,-8.44,-4.956666667,12.4,-1.49,-2.15,11.8,5,0,0,0,2.4324828206758373,3.655172413793104,5.0145,7.375,6.823500000000001,5.8045,5.064516129032258,3.633333333333333,5.483870967741935,2.8433333333333333,5.193548387096774,6.009,6.75,6.53125,1.110394531,0.828863718,3.032258064516129,1.5161290322580645,2.657142857,7.808692177,0.144652506,0,0,3.53125,3.9375,0.13059293,0.586274904,0,0.138379087
Makes mouths happy,Twizzlers,16,188,172,0.085106383,136,32,156,52,188,188,0.723404255,0.1702127659574468,0.8297872340425532,0.2765957446808511,292,84,0.776595745,0.5531914893617021,1.5359131911365906,7,4.877782592068993,-1,-5.19,90.99000000000004,-1.313333333,-5.266666667,-2.72,10,-1.366666667,-1.883333333,8.666666666666666,3,0,0,0,2.575829304,5.529411764705882,6.938,4.0588235294117645,8.242,7.182,5.444444444444445,4.823529411764706,3.294117647058824,2.56,4.882352941176471,4.5,5.666666666666667,5.9523809523809526,1.070091111,0.809543822,4,3.647058823529412,,7.820398091,0.119707566,0,1,3.363636363636364,3.2777777777777777,0.11604499,0.542084184,0,0.082422574
Making People & Communities Stronger,Consumer Cellular,1,199,198,0.005025126,129,20,161,70,199,181,0.6482412060301508,0.1104972375690607,0.8895027624309392,0.3517587939698492,290,90,0.7631578947368421,0.5377439684610901,1.5912007796306646,5.75,4.700082956270225,-1,-10.714,-8.725,-15.47,-21.75,-3.52,3.75,-1.9625,-2.9375,5.75,5,0,0,0,2.46147703,4.55,5.697,3.909090909090909,6.333,5.457,5.909090909090909,4.5,3.5454545454545454,3.58,4.181818181818182,6.364,4.8125,4.9,1.010175983,0.748638202,3,1,2.194444444,7.509243796,0.117119348,0,0,2.611111111111111,2.72,0.132131747,0.52850936,0,0.105540195
Making hotel travel possible for all,Wyndham Hotels & Resorts,4,193,189,0.020725389,159,21,166,34,193,187,0.8238341968911918,0.1122994652406417,0.8877005347593583,0.1761658031088082,325,55,0.8552631578947368,0.711534732,2.1273008911984275,6.666666666666667,5.581633822773274,-1,-5.905,45.64500000000001,-8.383333333,-9.233333333,-5.58,14,-1.45,-1.783333333,20.83333333333333,6,0,0,0,2.381823683888603,4.428571428571429,5.398666666666666,2.8461538461538463,6.104666666666667,5.639666666666667,5.75,4.153846153846154,4.076923076923077,2.733333333333333,3.7857142857142856,4.566999999999999,5.25,5.1875,1.089722513,0.819105063,3.769230769230769,1.9285714285714288,2.25,6.291974141,0.152193688,0,0,2.6875,4,0.125782825,0.57220937,0,0.049730114
Making moments matter,Sears,6,182,176,0.032967033,129,56,128,53,182,184,0.7087912087912088,0.3043478260869565,0.6956521739130435,0.2912087912087912,257,109,0.7021857923497268,0.4044433827042523,1.055449646723705,6.666666666666667,5.083054888,-1,-9.9,34.59000000000003,-9.18,-11.06666667,-7.56,11,-1.383333333,-1.85,16,3,0,0,1,2.370937519,4.052631578947368,,3.631578947368421,,,6.055555555555555,4.421052631578948,3.1578947368421053,2.94,4.2105263157894735,,3.5789473684210527,4.615384615384615,1.011969094,0.755391875,2.833333333333333,1.5263157894736843,2.37037037,5.354316349,0.088872767,0,0,3.5625,2.857142857142857,0.11439112,0.519517827,0,0.116451642
Making people happy through food,Carl's Jr.,0,201,201,0,140,42,140,61,201,182,0.6965174129353234,0.2307692307692307,0.7692307692307693,0.3034825870646766,280,103,0.7310704960835509,0.4657481821660926,1.2431171273465784,6.4,5.567709066739771,-1,-7.446,66.40000000000003,-5.24,-10.76,-3.8275,9.8,-1.4,-1.49,13.6,5,0,0,0,2.4544443253573527,5.904761904761905,6.456666666666667,4.3,7.393666666666667,6.414999999999999,4.315789473684211,5.2,4.809523809523809,3.4840000000000004,5.714285714285714,5.788,5.3478260869565215,5.222222222222222,1.031250471,0.784582328,3.523809523809524,2.4761904761904763,2.1881313130000004,4.188575222,0.116316401,0,0,3.347826086956522,3.333333333333333,0.108673557,0.50287916,0,0.129142168
Maybe she's born with it,Maybelline,123,183,60,0.6721311475409836,159,20,186,24,183,206,0.8688524590163934,0.097087379,0.9029126213592232,0.1311475409836065,345,44,0.8868894601542416,0.7717650803756168,2.3986900199304984,7.2,5.511301258066622,-1,0.09,100.24000000000002,-0.52,-0.32,-4.505,16,-1.35,-1.24,24,5,0,0,0,2.428078611003297,4.526315789473684,5.161,2.6,6.71,4.516,4.809523809523809,3.809523809523809,2.952380952380953,2.3875,3.619047619047619,4.258,5,4.947368421052632,1.050400628,0.77041918,4.047619047619048,2.095238095238096,,6.185885025,0.172263798,0,1,3,3.692307692307693,0.146492238,0.620871042,0,0.095103635
Meat made from plants,Impossible Foods,33,200,167,0.165,180,13,168,20,200,181,0.9,0.071823204,0.9281767955801103,0.1,348,33,0.9133858267716536,0.8281767955801105,2.715671833441318,7.25,5.169536397424585,-1,-1.765,118.175,2.229999999999998,-2.9,-4.43,16.75,-1.2,-1.375,32.75,4,0,0,0,2.3919260239129936,2.75,4.294,1.894736842105263,4.97,5.971,4.85,2.95,5.85,3.0866666666666664,4.7368421052631575,6.441,5.260869565217392,5.9,1.072902517,0.797669304,2.25,1.95,,4.562001826,0.140623019,1,0,3.1153846153846154,3.5,0.14791283,0.594387491,0,0.170135704
"Melts in your mouth, not in your hands",M&M's,119,189,70,0.6296296296296297,177,9,183,12,189,192,0.9365079365079364,0.046875,0.953125,0.063492063,360,21,0.9448818897637796,0.8896329365079365,3.1603411115620386,7,5.998891719602306,-0.75,-0.82125,114.115,0.6699999999999982,-2.25,-3.841666667,20,-1.1375,-1.45625,30.625,8,0,1,0,2.2803004379606624,5.333333333333333,5.726,3.111111111111111,5.74,5.862,5.111111111111111,5.352941176470588,4.944444444444445,2.9266666666666663,5.277777777777778,6.7285,5.884615384615385,5.578947368421052,1.063184427,0.789491989,5.411764705882353,3.7222222222222223,2.5,5.784050123,0.163525936,0,1,3.3125,3.25,0.139778425,0.597803228,0,0.116679548
"Men should act like men, and light beer should taste like beer",Milwaukee's Best,8,196,188,0.040816327,174,12,174,22,196,186,0.8877551020408163,0.064516129,0.935483871,0.1122448979591836,348,34,0.9109947643979056,0.8232389730085583,2.7041311436382776,7.25,5.686752024,-0.666666667,-4.5875,110.055,-0.89,-5.9,-4.8625,20.25,-1.129166667,-1.225,48.25,12,0,0,0,2.370131305591804,4.625,5.532,2.833333333333333,6.6496666666666675,5.716666666666666,4.842105263157895,3.1,4.65,3.1966666666666668,4.15,4.739999999999999,4.9,5.461538461538462,1.044783999,0.767391344,3.5,3.15,2.517445965166667,6.732329413,0.156863988,0,0,3.388888888888889,5.238095238095238,0.143597345,0.578685126,0,0.075867324
Mighty good candy,Zero Candy Bar,1,191,190,0.005235602,148,18,169,43,191,187,0.77486911,0.096256684,0.9037433155080212,0.22513089,317,61,0.8386243386243386,0.6786124254556654,2.040913109734253,6.666666666666667,5.131166557734447,-1,-3.62,62.79000000000002,-5.246666667,-3.333333333,-4.393333333,11.333333333333334,-1.233333333,-1.483333333,14.666666666666666,3,0,0,1,2.356331315301601,4.619047619047619,5.663666666666667,3.333333333333333,7.324999999999999,6.061,5.05,4.333333333333333,5.476190476190476,3.026666666666667,4.476190476190476,4.697666666666667,4.8125,4.727272727272728,1.096774681,0.849424607,3.6,2.4761904761904763,2.6724751065000003,6.8126014,0.106035993,0,0,4,3.882352941176471,0.111389244,0.521284618,0,0.164547948
Miles away from ordinary,Corona,11,187,176,0.058823529,118,20,169,69,187,189,0.6310160427807486,0.1058201058201058,0.8941798941798942,0.3689839572192513,287,89,0.7632978723404256,0.5251959369606428,1.5705007732478982,6.75,5.349412399758989,-1,-5.2975,33.57500000000002,-9.57,-7.25,-6.046666667,8.5,-1.4375,-2.5,8.75,4,0,0,0,2.375616466661856,4.833333333333333,3.6565,2.1666666666666665,4.439500000000001,4.5075,5.5,4.5,2.388888888888889,2.3675,3,3.1260000000000003,5,4.7727272727272725,0.997064469,0.761467773,3.8947368421052633,1.4736842105263157,,5.75153894,0.12643436,0,1,4.333333333333333,3.75,0.111745482,0.556323217,0,0.165572972
Milk's favorite cookie,Oreo Cookies,136,188,52,0.723404255,175,15,183,13,188,198,0.9308510638297872,0.075757576,0.9242424242424242,0.069148936,358,28,0.92746114,0.8550934880722114,2.8846459350239173,6.333333333333333,3.7627746226371888,-1,-11.47,34.59000000000003,-9.18,-11.06666667,-4.545,3.333333333333333,-1.983333333,-2.65,6.666666666666667,3,0,0,0,2.391311987152668,5.5625,,3.25,,,4.153846153846154,5.375,4.75,3.855,5.1875,,6.333333333333333,6.32,1.166213371,0.887482152,5.466666666666667,4.0625,3.129032258,9.61102694,0.143536806,0,0,3.3125,3.8125,0.135301337,0.572940679,0,0.113836182
Modern. Southern. Style.,Belk,11,184,173,0.059782609,159,19,180,25,184,199,0.8641304347826086,0.095477387,0.9045226130653268,0.1358695652173913,339,44,0.8851174934725848,0.7686530478479353,2.3860139086782093,6.333333333333333,4.267871726864063,-1,-14.61,62.79000000000002,-5.246666667,-11.06666667,-7.906666667,3.6666666666666665,-1.716666667,-2.133333333,6.333333333333333,3,0,0,0,2.377388642796441,4,5.914,1.894736842105263,6.441,5.943,5.15,4.2631578947368425,3.8,2.533333333333333,5.1,4.257,4.923076923076923,5.333333333333333,1.044885918,0.791508691,2.8,1.85,2.275240385,6.121884594,0.160561638,0,0,3.56,2.8461538461538463,0.141969209,0.602782224,0,0.141672831
Moments of timeless pleasure,Ghirardelli,6,187,181,0.032085561,114,27,166,73,187,193,0.6096256684491979,0.1398963730569948,0.8601036269430051,0.3903743315508021,280,100,0.7368421052631579,0.469729295,1.3493029911105767,6,4.812174560097261,-1,-10.0075,54.72500000000002,-6.62,-13.05,-7.53,7.25,-1.625,-2.3125,4.75,4,0,0,0,2.386843056255914,4.526315789473684,7.257,3.333333333333333,8.091,5.97,5.111111111111111,4.052631578947368,4.052631578947368,1.76,3.7,3.677,4.9523809523809526,5.4,1.009355996,0.766099435,3.6,1.65,2.52,7.804304546,0.103891974,0,0,4.315789473684211,3.111111111111111,0.112098992,0.513388163,0,0.153028694
"More choices, more smiles",Culver's,9,186,177,0.048387097,141,42,153,45,186,195,0.7580645161290323,0.2153846153846154,0.7846153846153846,0.2419354838709677,294,87,0.7716535433070866,0.5426799007444169,1.478598246195196,6.75,5.028657914597432,-0.75,-6.475,97.025,-0.72,-7.25,-3.78,19.75,-1.325,-1.55,38.5,4,0,0,1,2.575829304,4.105263157894737,,2.9473684210526314,,,5.666666666666667,4.052631578947368,3,2.37,4.157894736842105,,4.083333333333333,4.1,0.985960909,0.74939401,3.684210526315789,1.894736842105263,,7.960121367,0.128979456,0,0,4.333333333333333,4.055555555555555,0.108989761,0.555288018,0,0.147449436
More evolved skincare,Nivea,3,188,185,0.015957447,136,27,159,52,188,186,0.723404255,0.1451612903225806,0.8548387096774194,0.2765957446808511,295,79,0.7887700534759359,0.5782429649965684,1.638587195813749,6,3.735698544756462,-1,-9.9,62.79000000000002,-5.246666667,-11.06666667,-6.585,13.333333333333334,-1.916666667,-2.3,37,3,0,0,0,2.343903984159762,3.9583333333333335,,2.4166666666666665,,,4.88,4.25,4.56,2.88,4.68,,5.529411764705882,5.3125,1.108560301,0.837368822,3.2,1.8,,7.691540721,0.128226134,0,0,3.5,3.363636363636364,0.138068828,0.561845584,0,0.12533307
More flavors. More fun.,Baskin-Robbins,29,199,170,0.1457286432160804,154,40,143,45,199,183,0.7738693467336684,0.2185792349726776,0.7814207650273224,0.2261306532663316,297,85,0.7774869109947644,0.5552901117609907,1.5189314692492777,6.75,5.178771733376896,-0.75,-4.12,97.025,-0.72,-2.9,-3.743333333,25,-1.1625,-1.3375,50.25,4,0,0,1,2.5279107207346763,5.764705882352941,7.091,3.823529411764706,8.441,6.941,5.25,5.125,5.235294117647059,2.236666666666667,5.235294117647059,5.303,6.380952380952381,5.944444444444445,1.040878619,0.784872756,3.5294117647058822,2.5294117647058822,3.355555556,7.398482189,0.128979456,0,0,2.9473684210526314,2.2,0.125405377,0.559368239,0,0.12840196
More reasons to rack,Nordstrom Rack,10,178,168,0.056179775,131,9,189,47,178,198,0.7359550561797753,0.045454545,0.9545454545454546,0.2640449438202247,320,56,0.85106383,0.6905005107252299,2.294083952884653,7,5.467625117320486,-1,-0.5875,97.025,-0.72,-1.45,-4.663333333,26.25,-1.175,-1.0375,62.75,4,0,0,0,2.364187675955401,3.125,,2,,,4.875,2.6875,3,2.8000000000000003,2.5625,,3.647058823529412,4.947368421052632,1.128404759,0.825834061,2.75,1.875,2.821428571,10.22523705,0.18980483,0,0,4.538461538461538,4.954545454545454,0.146687541,0.642100676,0,0.076259099
More than you expect,Gold Bond,0,185,185,0,98,49,148,87,185,197,0.5297297297297298,0.248730964,0.751269036,0.4702702702702703,246,136,0.643979058,0.2809987652627247,0.7486784779866149,6.75,6.154527807059958,-1,-0.5875,97.025,-0.72,-1.45,-5.57,19.75,-1.15,-1.3625,50.25,4,0,1,0,2.3897809696581493,4.6,,2.5789473684210527,,,5.105263157894737,4.2,3.1,2.515000000000001,3.3684210526315788,,4.555555555555555,5.333333333333333,1.006926803,0.767018295,3.35,1.9,,5.097941124,0.118536521,0,0,4.25,3.625,0.107122155,0.536788818,0,0.125888651
More together,Facebook,6,180,174,0.033333333,117,47,145,63,180,192,0.65,0.2447916666666666,0.7552083333333334,0.35,262,110,0.7043010752688172,0.4052083333333334,1.0698535535402711,6.5,5.847976046383551,-1,-7.83,35.60500000000002,-8.79,-4.2,-4.86,18,-1.725,-2.65,36.5,2,0,0,0,2.4563003489602195,4.0588235294117645,,3.333333333333333,,,5.1875,3.9444444444444446,2.7222222222222223,2.555,3.5,,5.0588235294117645,4.238095238095238,1.034277577,0.781966041,3.111111111111111,1.3333333333333333,,5.476651499,0.098091241,0,0,4.142857142857143,2.833333333333333,0.115543804,0.520496389,0,0.116990547
